"country","local_id","global_id","type","day","month","year","participant_age","participant_gender","participant_occupation","participant_occ_detail","participant_education","participant_edu_length","participant_school_year","participant_nationality","hh_size","hh_age_1","hh_age_2","hh_age_3","hh_age_4","hh_age_5","hh_age_6","hh_age_7","hh_age_8","hh_age_9","hh_age_10","hh_age_11","hh_age_12","hh_age_13","hh_age_14","hh_age_15","hh_age_16","hh_age_17","hh_age_18","hh_age_19","hh_age_20","class_size","work_contacts","work_contacts_nr","child_care","child_care_detail","child_relationship","child_nationality","problems","diary_how","diary_missed_unsp","diary_missed_skin","diary_missed_noskin","diary_weight","dayofweek","weekday","holiday","cnt_count","household_id","survey_relationship","health_mobility","health_self_care","health_daily_activity","health_pain","health_fear","health_score","city_name_participant","city_zip_code","city_name","city_xcoord","city_ycoord","city_latitude","city_longitude","person_height","person_weight","residential_status","residential_status_other","residential_population","child_care_boolean","child_care_monday","child_care_tuesday","child_care_wednesday","child_care_thursday","child_care_friday","child_care_saturday","child_care_sunday","child_care_unknown","child_school","child_school_count","child_extracur_boyscout","child_extracur_sports_team","child_extracur_music_school","child_extracur_other","child_extracur_no","child_extracur_unknown","child_extracur_other_detail","occupation_detail_simid","elderly_at_work","occupation_public_health","occupation_public_health_function","severe_disease_self","severe_disease_family","severe_disease_caregiving","elderly_children","elderly_children_count","elderly_children_age","elderly_children_frequency","elderly_grandchildren","elderly_grandchildren_count","elderly_grandchildren_age","elderly_grandchildren_frequency","smoking","elderly_smoking","elderly_drinking_type","elderly_drinking_frequency","work_contacts_0_5","work_contacts_6_11","work_contacts_12_17","work_contacts_18_29","work_contacts_30_60","work_contacts_60plus","time_use_location_1","time_use_location_2","time_use_location_3","time_use_location_4","time_use_location_5","time_use_location_6","time_use_location_7","time_use_location_8","time_use_location_9","time_use_location_10","time_use_location_11","time_use_location_12","time_use_location_13","time_use_location_14","time_use_location_15","time_use_location_16","time_use_location_17","time_use_distance_1","time_use_distance_2","time_use_distance_3","time_use_distance_4","time_use_distance_5","time_use_distance_6","time_use_distance_7","time_use_distance_8","time_use_distance_9","time_use_distance_10","time_use_distance_11","time_use_distance_12","time_use_distance_13","time_use_distance_14","time_use_distance_15","time_use_distance_16","time_use_distance_17","uncommon_day","uncommon_day_reason","uncommon_day_other","contacts_unreported","public_transport_bus","public_transport_train","public_transport_other","hh_member_age_1","hh_member_age_2","hh_member_age_3","hh_member_age_4","hh_member_age_5","hh_member_age_6","hh_member_age_7","hh_member_age_8","hh_member_age_9","hh_member_age_10","hh_member_age_11","hh_member_age_12","hh_member_gender_1","hh_member_gender_2","hh_member_gender_3","hh_member_gender_4","hh_member_gender_5","hh_member_gender_6","hh_member_gender_7","hh_member_gender_8","hh_member_gender_9","hh_member_gender_10","hh_member_gender_11","hh_member_gender_12","hh_member_present_1","hh_member_present_2","hh_member_present_3","hh_member_present_4","hh_member_present_5","hh_member_present_6","hh_member_present_7","hh_member_present_8","hh_member_present_9","hh_member_present_10","hh_member_present_11","hh_member_present_12","animal_ownership","animal_touching","animal_ownership_cat","animal_ownership_dog","animal_ownership_horse","animal_ownership_chicken","animal_ownership_turkey","animal_ownership_sheep","animal_ownership_pigeon","animal_ownership_pig","animal_ownership_cow","animal_ownership_fish","animal_ownership_other","animal_touching_cat","animal_touching_dog","animal_touching_horse","animal_touching_chicken","animal_touching_turkey","animal_touching_sheep","animal_touching_pigeon","animal_touching_pig","animal_touching_cow","animal_touching_fish","animal_touching_other","hh_parental_type","problem_flag","individual_survey"
"BE",4616715,18466860,1,27,10,2010,33,"F",4,NA,3,NA,NA,"BE",2,66,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,3,"Y","N",3,4616715,NA,1,1,1,2,1,90,"Bornem",2880,"Bornem",141098,198900,51.0996057,4.2404586,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,"Y",NA,"N","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"N",NA,NA,1,"N","N",NA,66,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","N","Y","N","N","N","N","N","N","N","N","dwergpapegaai","N","Y","N","N","N","N","N","N","N","N",NA,2,0,TRUE
"BE",4617094,18468376,1,27,10,2010,43,"M",1,NA,5,NA,NA,"BE",1,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",10,NA,NA,NA,"BE",NA,NA,2,NA,NA,NA,3,"Y","N",22,4617094,NA,1,1,1,1,1,95,"assebroek",8310,"Brugge",70218,211528,51.2123935,3.2689639,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,"N",NA,"N","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,"N","N","N","Y","Y","Y",1,1,4,4,4,4,4,4,8,8,1,8,1,1,1,1,1,1,1,2,2,2,2,2,2,3,3,1,2,1,1,1,1,1,"N",NA,NA,2,"N","N",NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","Y","N","N","N","N","N","N","N","N","N",NA,"Y","N","N","N","N","N","N","N","N","N",NA,1,0,TRUE
"BE",4617311,18469244,1,21,10,2010,50,"F",2,NA,5,NA,NA,"BE",2,50,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",20,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,4,"Y","N",12,4617311,NA,2,1,1,2,1,69,"antwerpen",2050,NA,NA,NA,NA,NA,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,"Y",NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,"N","Y","N","N","N","N",9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"N",NA,NA,1,"N","N",NA,50,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","N","Y","N","N","N","N","N","N","N","N",NA,"N","Y","N","N","N","N","N","N","N","N",NA,1,0,TRUE
"BE",4618059,18472236,1,25,10,2010,47,"F",1,NA,5,NA,NA,"BE",5,19,21,25,47,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,1,"Y","N",14,4618059,NA,1,1,2,2,2,70,"rotselaar",3110,"Rotselaar",173965,182459,50.9535967,4.7215113,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,"N",NA,"N","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,"Y",6,NA,1,"N","N",NA,19,21,25,47,47,NA,NA,NA,NA,NA,NA,NA,"M","F","M","M","F",NA,NA,NA,NA,NA,NA,NA,"Y","Y","Y","Y","Y",NA,NA,NA,NA,NA,NA,NA,"Y","Y","Y","N","N","N","N","N","N","N","N","N",NA,"Y","N","N","N","N","N","N","N","N","N",NA,1,0,TRUE
"BE",4638353,18553412,1,4,11,2010,48,"M",1,NA,6,NA,NA,"BE",4,13,17,48,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",10,NA,NA,NA,"BE","N",NA,2,NA,NA,NA,4,"Y","Y",15,4638353,NA,1,1,1,1,1,82,"Schoonaarde",9200,"Dendermonde",131069,191234,51.0254867,4.1019931,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,"N",NA,"N","Y","N",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,"N","N","N","N","Y","N",1,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,"N",NA,NA,2,"N","N",NA,13,17,48,50,NA,NA,NA,NA,NA,NA,NA,NA,"M","F","M","F",NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,"Y","N","N","N","N","N","N","N","N","N","N","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,TRUE
"BE",4639161,18556644,3,24,10,2010,2,"M",6,NA,5,NA,NA,"BE",3,35,29,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",2,NA,"BE",NA,NA,1,NA,NA,NA,0,"N","N",3,4639161,NA,1,3,1,1,1,95,"nevele",9850,"Nevele",92424,191659,51.0343323,3.5474483,NA,NA,NA," ",NA,"Y","Y","Y","Y","Y","N","N","N","N",4,NA,"N","N","N","N","Y","N",NA,NA,NA,NA,NA,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"N",NA,NA,1,"N","N",NA,35,29,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M","F","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","N","Y","N","N","N","N","N","N","N","N",NA,"N","Y","N","N","N","N","N","N","N","N",NA,2,0,TRUE
"BE",4639429,18557716,2,25,10,2010,15,"M",5,NA,2,NA,NA,"BE",4,15,19,43,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,1,"Y","N",29,4639429,NA,1,1,1,1,1,95,"brugge",8000,"Brugge",70218,211528,51.2093488,3.2247013,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,"N",NA,"N","Y","N",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,3,3,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"N",NA,NA,1,"N","N",NA,15,19,43,47,NA,NA,NA,NA,NA,NA,NA,NA,"M","M","F","M",NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","Y","N","N","N","N","N","N","N","N","N",NA,"Y","N","N","N","N","N","N","N","N","N",NA,2,0,TRUE
"BE",4669508,18678032,1,9,11,2010,52,"M",1,NA,2,NA,NA,"BE",2,51,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",350,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,2,"Y","N",364,4669508,NA,1,1,1,2,1,80,"zele",9240,"Zele",126742,195489,51.0700765,4.0403498,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,"N",NA,"N","Y","N",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,"N","N","Y","Y","Y","Y",1,1,1,1,5,5,4,4,4,4,4,4,4,5,1,1,1,1,1,1,1,3,3,5,5,5,5,5,5,5,3,1,1,1,"N",NA,NA,1,"N","Y",NA,51,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,TRUE
"BE",4676144,18704576,1,6,11,2010,49,"F",4,NA,1,NA,NA,"BE",1,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE","N",NA,1,NA,NA,NA,6,"N","Y",8,4676144,NA,1,1,2,2,2,NA,"sint-niklaas",9100,"Sint-Niklaas",133955,206104,51.1559033,4.1544255,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,"Y","kindercr?che","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,"N",NA,NA,1,"N","N",NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"N","Y","N","N","N","N","N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,TRUE
"BE",4705007,18820028,1,6,11,2010,48,"F",1,NA,5,NA,NA,"BE",3,48,20,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",10,NA,NA,NA,"BE",NA,NA,NA,NA,NA,NA,6,"N","Y",13,4705007,NA,1,1,2,1,1,80,"heusden (destelbergen)",9070,"Destelbergen",109983,194090,51.0609335,3.7977646,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,"Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,"N","N","Y","Y","Y","Y",1,1,1,4,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,"N",NA,NA,5,"N","N",NA,48,20,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","Y","N","N","N","N","N","N","N","N","N",NA,"Y","N","N","N","N","N","N","N","N","N",NA,1,0,TRUE
"BE",4711311,18845244,3,31,10,2010,4,"M",5,NA,4,NA,NA,"BE",4,1,25,30,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,"Y",3,NA,"BE",NA,NA,1,NA,NA,NA,0,"N","Y",3,4711311,NA,1,1,1,1,1,90,"Lebbeke",9280,"Lebbeke",133149,187803,51.0005702,4.1292201,NA,NA,NA," ",NA,"Y","N","N","N","Y","N","N","N","N",1,18,"N","N","N","N","Y","N",NA,NA,NA,NA,NA,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"N",NA,NA,1,"N","N",NA,1,25,30,4,NA,NA,NA,NA,NA,NA,NA,NA,"M","F","M","M",NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,TRUE
"BE",4716380,18865520,1,30,10,2010,37,"M",1,NA,2,NA,NA,"BE",3,14,37,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE",NA,NA,2,NA,NA,NA,0,"N","Y",35,4716380,NA,1,1,1,2,1,80,"hulshout",2235,"Hulshout",179380,196276,51.0647242,4.816508,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,"N",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,"N",NA,NA,2,"N","N",NA,14,37,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F","F","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","Y","N","N","N","N","N","N","N","N","Y",NA,"Y","N","N","N","N","N","N","N","N","N",NA,2,0,TRUE
"BE",4720660,18882640,1,6,11,2010,42,"M",1,NA,3,NA,NA,"BE",3,16,41,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,6,"N","Y",12,4720660,NA,1,1,1,1,1,80,"eeklo",9900,"Eeklo",93884,208601,51.1852719,3.5638899,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,"N",NA,"N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,"N",NA,NA,1,"N","N",NA,16,41,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M","F","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","N","Y","N","N","N","N","N","N","N","N",NA,"N","Y","N","N","N","N","N","N","N","N",NA,2,0,TRUE
"BE",4728249,18912996,1,23,10,2010,53,"F",3,NA,4,NA,NA,"BE",4,20,23,55,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,6,"N","N",6,4728249,NA,1,1,1,1,1,95,"brasschaat",2930,"Brasschaat",158197,219754,51.29227,4.49419,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,"N",NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,1,1,1,1,1,1,1,1,"N",NA,NA,1,"N","N",NA,20,23,55,53,NA,NA,NA,NA,NA,NA,NA,NA,"F","F","M","F",NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","Y","Y","N","Y","N","N","N","N","N","N",NA,"Y","Y","N","N","N","N","N","N","N","N",NA,2,0,TRUE
"BE",4729195,18916780,2,25,10,2010,13,"M",5,NA,1,NA,NA,"BE",4,13,16,43,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,1,"Y","N",5,4729195,NA,1,1,1,1,1,95,"gavere",9890,"Gavere",100173,179946,50.9283314,3.6599198,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,"N",NA,"N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,5,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,5,1,1,1,"Y",6,NA,1,"N","N",NA,13,16,43,52,NA,NA,NA,NA,NA,NA,NA,NA,"M","M","F","M",NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,TRUE
"BE",4743670,18974680,3,6,11,2010,6,"M",5,NA,3,NA,NA,"BE",5,6,13,15,38,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,"Y",4,NA,"BE",NA,NA,1,NA,NA,NA,6,"N","Y",6,4743670,NA,1,1,1,1,1,NA,"avelgem",8580,"Avelgem",84793,163227,50.7790895,3.4511795,NA,NA,NA," ",NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,2,16,"N","Y","N","Y","N","N","tekenschool",NA,NA,NA,NA,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Y",6,"wegens herfstvakantie geen training bij de sportschool",1,"N","N",NA,6,13,15,38,41,NA,NA,NA,NA,NA,NA,NA,"M","M","M","F","M",NA,NA,NA,NA,NA,NA,NA,"Y","Y","Y",NA,"Y",NA,NA,NA,NA,NA,NA,NA,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,TRUE
"BE",4750266,19001064,1,8,11,2010,44,"F",1,NA,3,NA,NA,"BE",4,44,47,17,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,1,"Y","N",7,4750266,NA,1,1,1,1,1,77,"rijkevorsel",2310,"Rijkevorsel",176820,225910,51.3480582,4.7605267,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,"N",NA,"N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,8,1,7,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,"N",NA,NA,1,"N","N",NA,44,47,17,16,NA,NA,NA,NA,NA,NA,NA,NA,"F","M","M","F",NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","N","Y","N","Y","N","N","N","N","N","N","konijn","N","Y","N","N","N","N","N","N","N","N",NA,2,0,TRUE
"BE",4753169,19012676,3,11,11,2010,4,"M",5,NA,5,NA,NA,"BE",6,34,4,9,11,1,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,"Y",3,NA,"BE",NA,NA,1,NA,NA,NA,4,"Y","Y",11,4753169,NA,4,1,1,1,1,99,"londerzeel",1840,"Londerzeel",145271,187907,51.00311,4.3026,NA,NA,NA," ",NA,"Y","Y","Y","N","Y","N","N","N","N",1,24,"N","N","N","N","Y","N",NA,NA,NA,NA,NA,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"N",NA,NA,1,"N","N",NA,34,4,9,11,1,40,NA,NA,NA,NA,NA,NA,"F","M","M","M","F","M",NA,NA,NA,NA,NA,NA,"Y","Y","Y","Y","Y","Y",NA,NA,NA,NA,NA,NA,"Y","N","N","N","N","Y","N","N","N","N","N","Y","cavia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,TRUE
"BE",4782379,19129516,1,2,11,2010,21,"F",1,NA,6,NA,NA,"EU",5,52,54,26,24,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"EU","N",NA,1,NA,NA,NA,2,"Y","Y",3,4782379,NA,1,1,1,1,2,80,"kessel-lo",3010,"Kessel-Lo",175890,175770,50.88514,4.73571,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"N",NA,"N","Y","N",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,7,1,7,5,1,1,1,1,1,1,1,5,8,8,8,1,1,1,1,1,2,1,1,1,1,1,1,1,3,3,3,3,"N",NA,NA,1,"N","Y",NA,52,54,26,24,21,NA,NA,NA,NA,NA,NA,NA,"F","M","M","M","F",NA,NA,NA,NA,NA,NA,NA,"Y","Y","N","N","Y",NA,NA,NA,NA,NA,NA,NA,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,TRUE
"BE",4793480,19173920,3,7,11,2010,5,"M",5,NA,5,NA,NA,"BE",4,3,5,38,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,"Y",3,NA,"BE",NA,NA,1,NA,NA,NA,0,"N","Y",4,4793480,NA,1,1,1,1,1,100,"brugge",8200,"Brugge",70218,211528,51.1881666,3.1980587,NA,NA,NA," ",NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,1,18,"N","N","N","N","Y","N",NA,NA,NA,NA,NA,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,"N",NA,NA,1,"N","N",NA,3,5,38,49,NA,NA,NA,NA,NA,NA,NA,NA,"F","M","F","M",NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,TRUE
